survey_year,ResponseId,StartDate,RecordedDate,Status,Finished,Duration_sec,Progress,DistributionChannel,Grad_year,Major_raw,Major1,Major2,Minor_raw,Minor1,Major_minor_inferred,Transfer_student,Gender,Race_ethnicity,Participant_code,EndDate,Consent,CE_definition_text,CE_define_open,CESA_1,CESA_2,CESA_3,CESA_4,CESA_5,CESA_6,CESA_7,CESA_8,CESA_9,CESA_10,Community_ref,Community_ref_other,Volunteer_yn,Volunteer_hrs_month,Civic_duty_1,Civic_duty_2,Civic_duty_3,Civic_duty_4,Civic_duty_5,Civic_duty_6,CE_activity_1,CE_activity_2,CE_activity_3,CE_activity_4,CE_activity_5,CE_activity_6,Media_CE_activities,Local_news_yn,Local_news_which,Local_news_connected,Local_news_CE_yn,CE_campus_1,CE_campus_2,CE_campus_3,CE_campus_4,CE_campus_5,CE_campus_6,CE_campus_7,CE_campus_8,Know_WC_CE_mission,Agree_CE_mission,WC_meeting_CE_mission,WC_CE_resources,Overall_CE_rating
SP23,R_27TIPjbveyWoEi7,2023-03-29 07:52:05,2023-03-29 08:02:16,IP Address,True,610,100,anonymous,2026,Humanities ,OTHER:HUMANITIES,-9,-9,-9,-9,-9,3,European American or White,,2023-03-29 08:02:16,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events",4,4,4,4,4,4,4,4,4,4,2,-9,0,-9,2,3,4,3,4,3,1,3,3,4,4,3,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.",1,"The Elm,Kent County News",3,4,4,5,5,4,4,3,4,4,0,1,0,0,4
SP23,R_zdpNHR6xQD1yb73,2023-03-29 08:00:40,2023-03-29 08:08:14,IP Address,True,452,100,anonymous,2025,English,ENG,-9,-9,-9,-9,-9,2,European American or White,,2023-03-29 08:08:12,Yes (continue to survey),-9,"Voting,Political engagement,Activism or awareness raising activities",4,4,4,4,2,2,4,4,4,4,2,-9,1,4 to 8 hours per month,3,3,3,3,3,3,3,3,1,1,3,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.",0,-9,-9,4,4,3,4,4,4,4,4,4,0,1,1,2,3
SP23,R_1E056XgXkB9uE7Q,2023-03-29 08:42:49,2023-03-29 08:51:43,IP Address,True,533,100,anonymous,2026,Business,BUS,-9,-9,-9,-9,-9,2,European American or White,,2023-03-29 08:51:42,Yes (continue to survey),-9,"Voting,Political engagement,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,3,4,4,4,4,4,4,4,5,-9,1,8 to 12 hours per month,3,4,3,4,4,3,1,4,3,4,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,1,4,5,5,4,4,4,3,3,0,-9,1,2,3
SP23,R_sn7Egho3G9ZqyWd,2023-03-29 08:50:50,2023-03-29 08:56:40,IP Address,True,348,100,anonymous,2026,experimental psych,OTHER:EXPERIMENTAL_PSYCH,-9,-9,-9,-9,-9,2,"European American or White,Middle Eastern/North African",,2023-03-29 08:56:39,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,3,4,4,4,4,4,3,4,2,-9,1,4 to 8 hours per month,3,3,4,2,4,3,4,4,4,4,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,The Elm,4,4,4,5,5,5,5,5,5,5,1,1,1,2,4
SP23,R_2tGtm9liH9uhTnj,2023-03-29 09:09:16,2023-03-29 09:17:13,IP Address,True,474,100,anonymous,2025,Communication & Media Studies,CMS,-9,-9,-9,-9,-9,2,-9,,2023-03-29 09:17:10,Yes (continue to survey),-9,"Voting,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events",4,4,4,4,4,4,4,4,4,4,Somewhere else (please specify),The country in general,1,Less than 4 hours per month,3,4,3,4,4,3,3,3,1,4,4,3,"Signing online petitions.,Debating opinions or ideas with others with whom you disagree.",1,The Elm,4,4,5,4,2,4,4,5,5,5,1,1,0,2,3
SP23,R_1H76u7U3bDKOnXj,2023-03-29 08:53:53,2023-03-29 09:33:10,IP Address,True,2356,100,anonymous,2026,"Hispanic Studies, Studio Art",OTHER:HISPANIC_STUDIES,ART,-9,-9,-9,-9,2,"European American or White,Hispanic/Latinx",,2023-03-29 09:33:09,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",4,3,4,4,4,3,4,4,4,4,5,-9,0,-9,4,3,3,3,4,2,3,1,3,3,4,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,5,4,4,4,4,5,4,3,0,1,1,1,3
SP23,R_3Hjg3qlBvlcZ5ol,2023-03-29 10:00:30,2023-03-29 10:04:23,IP Address,True,231,100,anonymous,2025,English; Communications and Media Studies,ENG,CMS,-9,-9,-9,-9,2,European American or White,,2023-03-29 10:04:22,Yes (continue to survey),-9,"Voting,Teaching or mentorship,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events",4,4,4,4,4,4,4,4,4,4,The Chestertown or local community,-9,1,8 to 12 hours per month,3,4,3,4,4,2,3,4,1,4,4,4,"Signing online petitions.,Liking posts regarding current events.",1,The Elm,5,4,4,3,3,4,4,5,4,4,0,1,1,1,5
SP23,R_29s8MuTUM5pyu7t,2023-03-29 09:54:49,2023-03-29 10:07:35,IP Address,True,763,100,anonymous,2025,Biology,BIO,-9,-9,-9,-9,-9,2,European American or White,,2023-03-29 10:07:33,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Contributing to community businesses with a social cause",4,4,4,3,3,4,4,4,4,4,2,-9,0,-9,3,3,3,3,4,3,1,1,1,1,4,4,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.",0,-9,-9,4,4,3,4,4,4,3,4,4,0,1,0,0,3
SP23,R_3PbOxRjgzJegKOB,2023-03-29 10:46:33,2023-03-29 10:51:20,IP Address,True,286,100,anonymous,2025,Biology,BIO,-9,-9,-9,-9,-9,2,European American or White,,2023-03-29 10:51:20,Yes (continue to survey),-9,"Voting,Fundraising,Volunteering or doing community service,Activism or awareness raising activities",4,4,4,4,3,2,4,4,4,4,2,-9,1,4 to 8 hours per month,2,4,2,2,3,4,3,4,1,3,3,4,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,3,5,5,5,5,5,5,5,1,1,1,1,3
SP23,R_1hDOn4epahKYd2z,2023-03-29 10:38:18,2023-03-29 10:52:26,IP Address,True,846,100,anonymous,2026,History,HIS,-9,-9,-9,-9,-9,2,European American or White,,2023-03-29 10:52:25,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,5,-9,1,Less than 4 hours per month,3,3,3,4,4,3,1,3,1,3,4,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,5,4,4,5,5,5,5,5,1,1,2,2,3
SP23,R_2VCRGKrBonu5djq,2023-03-29 11:12:16,2023-03-29 11:17:01,IP Address,True,284,100,anonymous,2023,Business Mgmt,BUS,-9,-9,-9,-9,-9,1,"Asian, Asian American",,2023-03-29 11:17:00,Yes (continue to survey),-9,"Voting,Political engagement,Protesting or rallying,Participating in research with community members",4,4,4,4,4,4,4,4,4,4,5,-9,1,Less than 4 hours per month,3,3,4,4,4,3,3,4,1,1,3,1,"Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,4,3,3,3,3,5,3,3,1,-9,1,2,3
SP23,R_2YAiNMfK4bJoA2o,2023-03-29 10:16:18,2023-03-29 11:36:50,IP Address,True,4831,100,anonymous,2025,Neuroscience,NEU,-9,-9,-9,-9,-9,2,European American or White,,2023-03-29 11:36:49,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Attending community arts and culture events",4,4,4,4,3,2,4,4,4,4,5,-9,1,Less than 4 hours per month,3,4,2,3,3,2,1,3,1,3,3,1,"Following accounts/pages that post about current events.,Signing online petitions.,Following elected officials or other representatives on social media.",0,-9,-9,4,3,4,5,4,4,4,5,5,0,1,0,1,4
SP23,R_3g6irutC7NfZimR,2023-03-29 10:52:33,2023-03-29 12:31:13,IP Address,True,5918,100,anonymous,2023,Environmental Studies,ENS,-9,-9,-9,-9,-9,1,European American or White,,2023-03-29 12:31:12,Yes (continue to survey),-9,"Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members",4,4,4,4,4,4,4,4,4,4,The Chestertown or local community,-9,1,4 to 8 hours per month,4,4,3,4,4,3,4,4,3,4,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",1,The Elm,4,4,5,5,4,5,4,4,5,5,1,1,0,2,5
SP23,R_9yT0rOJg0IqLpLj,2023-03-29 14:18:17,2023-03-29 14:25:54,IP Address,True,455,100,anonymous,2023,Human Development,HDS,-9,-9,-9,-9,-9,2,"Asian, Asian American",,2023-03-29 14:25:53,Yes (continue to survey),-9,"Teaching or mentorship,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class",4,4,4,4,4,4,4,4,4,4,The Chestertown or local community,-9,1,Less than 4 hours per month,3,3,3,4,4,3,3,3,1,4,4,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",1,The Elm,4,4,4,3,4,4,4,4,4,4,1,1,2,0,3
SP23,R_0kepIh9R5oNkP29,2023-03-29 17:10:58,2023-03-29 17:17:35,IP Address,True,396,100,anonymous,2023,History,HIS,-9,-9,-9,-9,-9,1,"European American or White,Hispanic/Latinx",,2023-03-29 17:17:35,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class",4,4,4,4,4,4,4,4,4,4,5,-9,0,-9,3,4,4,4,4,4,1,1,1,1,1,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.",1,The Elm,3,4,4,5,5,4,5,5,5,5,1,1,1,2,3
SP23,R_3HNqOQqf6mnATro,2023-03-29 18:16:49,2023-03-29 18:21:33,IP Address,True,284,100,anonymous,2024,History,HIS,-9,-9,-9,-9,-9,2,European American or White,,2023-03-29 18:21:33,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Protesting or rallying,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,3,4,Somewhere else (please specify),WAC community and my home community,1,4 to 8 hours per month,3,3,2,2,4,2,3,4,1,1,4,3,"Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Liking posts regarding current events.",1,The Elm,2,4,3,5,2,5,5,4,5,4,0,1,0,0,5
SP23,R_3lLKNg93p4YA8uk,2023-03-29 19:36:38,2023-03-29 19:45:21,IP Address,True,521,100,anonymous,2024,psychology ,PSY,-9,-9,-9,-9,-9,2,European American or White,,2023-03-29 19:45:19,Yes (continue to survey),-9,"Voting,Political engagement,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",4,4,2,2,2,2,4,3,3,4,5,-9,0,-9,3,3,4,3,4,2,1,1,1,3,4,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.",0,-9,-9,4,4,3,2,4,4,5,4,3,0,-9,2,2,4
SP23,R_Qn9E30p0bOFaREZ,2023-03-29 10:36:34,2023-03-29 20:20:54,IP Address,True,35058,100,anonymous,2025,Communication and Media Studies,CMS,-9,-9,-9,-9,-9,1,European American or White,,2023-03-29 20:20:53,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class",4,4,3,4,4,4,4,4,3,4,5,-9,0,-9,3,3,2,3,3,2,1,1,1,3,3,3,"Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Liking posts regarding current events.",1,The Elm,4,4,4,4,4,5,5,3,4,4,1,-9,1,1,3
SP23,R_V26KA7Py8eQzKTf,2023-03-30 12:23:41,2023-03-30 12:28:25,IP Address,True,283,100,anonymous,2025,CMS,CMS,-9,-9,-9,-9,-9,6,European American or White,,2023-03-30 12:28:24,Yes (continue to survey),-9,"Talking with people in the community,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Service-learning experiences with a class",4,4,4,4,3,4,4,4,3,4,The Chestertown or local community,-9,0,-9,3,3,3,3,4,3,3,1,1,4,4,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.",1,The Elm,4,4,5,3,3,4,4,4,4,4,0,1,1,0,3
SP23,R_2RaYQUBbdyUUaNH,2023-03-30 12:27:49,2023-03-30 12:33:56,IP Address,True,366,100,anonymous,2023,"Political Science, Communications and Media Studies",POL,CMS,-9,-9,-9,-9,1,European American or White,,2023-03-30 12:33:55,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Protesting or rallying,Activism or awareness raising activities",4,4,4,4,4,4,4,2,2,4,5,-9,1,Less than 4 hours per month,3,2,4,3,4,2,3,3,3,4,4,1,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.",1,The Elm,3,4,4,5,4,5,4,5,5,5,1,1,0,0,5
SP23,R_1rrfD9U7H9zv2Uu,2023-03-30 12:28:13,2023-03-30 12:34:54,IP Address,True,400,100,anonymous,2023,Business Management ,BUS,-9,-9,-9,-9,-9,2,European American or White,,2023-03-30 12:34:54,Yes (continue to survey),-9,"Voting,Talking with people in the community,Protesting or rallying,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,2,4,4,4,4,2,The Chestertown or local community,-9,1,Less than 4 hours per month,3,3,3,3,4,2,4,3,1,3,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events.,Liking posts regarding current events.",0,-9,-9,4,4,2,2,4,4,4,4,3,1,1,2,2,4
