StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q2- Text,Q3- Define CE,Q4-CESA_1,Q4-CESA_2,Q4-CESA_3,Q4-CESA_4,Q4-CESA_5,Q4-CESA_6,Q4-CESA_7,Q4-CESA_8,Q4-CESA_9,Q4-CESA_10,Q6,Q6_4_TEXT,Q7-ESP1,Q7a-ESP1,Q8-ESP2_1,Q8-ESP2_2,Q8-ESP2_3,Q8-ESP2_4,Q8-ESP2_5,Q8-ESP2_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q9-ESP3_1,Q9-ESP3_2,Q9-ESP3_3,Q10-M1,Q11-M3,Q11-M3a,Q12-M4_1,Q12-M4_2,Q12-M4_3,Q12-M4_4,Q12-M4_5,Q12-M4_6,Q12-M4_7,Q12-M4_8,Q12-M4_9,Q13-M5,Q14-M6,Q14-M6a,Q14-M6b,Q15-M7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q34,Q35,Q36,Q18,Q19,Q20,Q21,Q22,Q32,Q23,Q24,Q44
2023-03-30 12:53:49,2023-03-30 12:59:28,IP Address,209.243.32.181,100,338,True,2023-03-30 12:59:29,R_1iqcJcQr9ZxIUMx,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Activism or awareness raising activities,Participating in research with community members",Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,Your home community,,No,,Not really important,Important,Important,Important,Very Important,Not really important,Sometimes/Occasionally,Sometimes/Occasionally,Often,Sometimes/Occasionally,Often,Sometimes/Occasionally,Yes,Yes,Yes,"Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",Yes,Disconnected,Positive Impact,Positive Impact,Negative Impact,,No impact,Negative Impact,No impact,Negative Impact,Negative Impact,No,No,,,No,Disagree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Disagree,Yes,Yes,No,Yes,I am as engaged as the average WAC student,2026,chemistry,Yes,No,No,Male,European American or White,
2023-03-30 12:54:13,2023-03-30 13:02:11,IP Address,76.78.85.30,100,477,True,2023-03-30 13:02:12,R_268yo9tW09ximIG,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Volunteering or doing community service",Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Your home community,,No,,Not really important,Not really important,Important,Important,Not really important,Important,Never,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Never,Yes,No,No,Signing online petitions.,Yes,Neither connected or disconnected,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No,No,,,Yes,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Disagree,No,I don't know,I don't know,I don't know,I am less engaged than the average WAC student,2026,Computer Science,Yes,No,Yes,Male,European American or White,
2023-03-30 12:52:02,2023-03-30 13:04:05,IP Address,76.78.85.81,100,723,True,2023-03-30 13:04:06,R_s4DkRfIDDunDavv,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Making donations to charities,Protesting or rallying,Activism or awareness raising activities",Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,The Washington College community,,Yes,4 to 8 hours per month,Important,Important,Important,Very Important,Very Important,Important,Sometimes/Occasionally,Often,Never,Sometimes/Occasionally,Often,Often,Yes,Yes,Yes,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Liking posts regarding current events.",Yes,Neither connected or disconnected,Positive Impact,Positive Impact,Positive Impact,No impact,,,Negative Impact,Negative Impact,No impact,No,No,,,No,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Yes,I don't know,Yes,I am more engaged than the average WAC student,2025,"Business Management ",Yes,No,Yes,Male,African American or Black,
2023-03-30 13:01:48,2023-03-30 13:11:34,IP Address,76.78.85.37,100,586,True,2023-03-30 13:11:35,R_1BShPJxk4msovjY,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Attending community arts and culture events,Service-learning experiences with a class,Contributing to community businesses with a social cause",Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Your home community,,No,,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Never,Yes,Yes,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Neither connected or disconnected,Positive Impact,Positive Impact,No impact,No impact,Positive Impact,Negative Impact,No impact,Negative Impact,Negative Impact,No,Yes,The Elm,Very connected,Yes,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,No,I don't know,I am as engaged as the average WAC student,2024,"Business Management ",No,No,Yes,Male,"Asian, Asian American",
2023-03-30 12:52:38,2023-03-30 13:25:02,IP Address,76.78.85.98,100,1944,True,2023-03-30 13:25:03,R_1EZrclwnzFhFhfe,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,The Chestertown or local community,,No,,Important,Very Important,Not really important,Important,Very Important,Important,Never,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,Never,Yes,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.",Yes,Connected,No impact,No impact,Positive Impact,No impact,No impact,Negative Impact,Negative Impact,Negative Impact,No impact,Yes,No,,,Yes,Strongly Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Agree,No,Yes,No,No,I am as engaged as the average WAC student,2024,"Theater and Anthropology ",No,No,Yes,"Genderqueer, genderfluid, or non-binary",European American or White,
2023-03-30 13:28:41,2023-03-30 13:30:16,IP Address,138.207.178.54,100,95,True,2023-03-30 13:30:17,R_1Qu82lHukAjdFpA,,,,,38.9368,-76.3471,anonymous,EN,Yes (continue to survey),,"Teaching or mentorship,Making donations to charities",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhere else (please specify),,No,,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,No,No,No,"Reposting information regarding current events to your story/page/etc.,Debating opinions or ideas with others with whom you disagree.",Yes,Very connected,,,,,,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Yes,Yes,"Kent County News,Delmarva Now",Neither connected nor disconnected,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Yes,Yes,Yes,Yes,I am more engaged than the average WAC student,2023,,Yes,Yes,Yes,I prefer not to answer,"Asian, Asian American",
2023-03-30 13:25:20,2023-03-30 13:31:52,IP Address,76.78.85.21,100,392,True,2023-03-30 13:31:53,R_27ViDe3LvFlLqXh,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,The Washington College community,,Yes,4 to 8 hours per month,Very Important,Very Important,Important,Important,Very Important,Very Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,Yes,No,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.",Yes,Connected,No impact,No impact,Negative Impact,Positive Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,Yes,"The Elm,Kent County News",Connected,Yes,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,No,Yes,No,No,I am as engaged as the average WAC student,2024,English,No,No,Yes,Female,European American or White,
2023-03-30 13:15:15,2023-03-30 13:35:46,IP Address,76.78.85.46,100,1231,True,2023-03-30 13:35:47,R_2eXLL2n9MgHE15C,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Your home community,,Yes,Less than 4 hours per month,Not really important,Important,Important,Very Important,Important,Important,Never,Sometimes/Occasionally,Never,Often,Often,Sometimes/Occasionally,Yes,Yes,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.",No,,,,,,,,,,,No,No,,,Yes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Yes,Yes,I don't know,Yes,I am less engaged than the average WAC student,2026,,No,No,Yes,Female,European American or White,
2023-03-30 13:46:02,2023-03-30 13:54:41,IP Address,209.243.32.182,100,519,True,2023-03-30 13:54:42,R_10IR9SBMuxFNQhj,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class",Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhere else (please specify),all communities i am part of :),Yes,Less than 4 hours per month,Important,Important,Very Important,Very Important,Very Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Often,Often,Sometimes/Occasionally,No,No,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Disconnected,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,Yes,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,No,Yes,No,No,I am as engaged as the average WAC student,2025,Neuroscience,No,No,Yes,Female,European American or White,
2023-03-30 12:54:56,2023-03-30 13:56:06,IP Address,76.78.85.91,100,3670,True,2023-03-30 13:56:07,R_qyYpV7e3lc8vqq5,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Volunteering or doing community service,Activism or awareness raising activities",Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,The Washington College community,,No,,Not really important,Important,Important,Important,Important,Important,Never,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Never,Yes,Yes,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Neither connected or disconnected,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,Yes,No,,,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,I don't know,I don't know,Yes,I am less engaged than the average WAC student,2026,"Business ",Yes,No,Yes,Male,European American or White,
2023-03-30 16:23:46,2023-03-30 16:29:07,IP Address,76.78.85.55,100,320,True,2023-03-30 16:29:08,R_VJzi2HYcR8KzXax,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,The Washington College community,,Yes,Less than 4 hours per month,Not really important,Important,Very Important,Important,Very Important,Very Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,No,No,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.",Yes,Neither connected or disconnected,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No,No,,,Yes,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,No,Yes,I don't know,Yes,I am as engaged as the average WAC student,2026,,No,No,Yes,Female,European American or White,
