StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q2- Text,Q3- Define CE,Q4-CESA_1,Q4-CESA_2,Q4-CESA_3,Q4-CESA_4,Q4-CESA_5,Q4-CESA_6,Q4-CESA_7,Q4-CESA_8,Q4-CESA_9,Q4-CESA_10,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,Q6,Q6_4_TEXT,Q7-ESP1,Q7a-ESP1,Q8-ESP2_1,Q8-ESP2_2,Q8-ESP2_3,Q8-ESP2_4,Q8-ESP2_5,Q8-ESP2_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q9-ESP3,Q76,Q75,Q10-ESP4,Q11-ESP5,Q12-ESP6,Q13-ESP7,Q14-ESP8,Q10-M1,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q14-M6,Q14-M6a,Q14-M6b,Q15-M7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q58,Q68,Q69,Q70,Q71,Q72_1,Q72_2,Q72_3,Q72_4,Q66,Q17,Q34,Q35,Q36,Q18,Q60,Q73,Q19,Q46,Q20,Q45,Q23,Q24,Q44
2025-04-10 08:05:42,2025-04-10 08:12:19,IP Address,76.78.85.63,100,397,True,2025-04-10 08:12:20,R_3d0nTyuOkmJXR32,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Attending community arts and culture events,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Sometimes,Often,Often,Very Often,Very Often,Often,Your home community,,No,,Important,Very Important,Very Important,Very Important,Very Important,Important,Never,Often,Sometimes/Occasionally,Often,Often,Sometimes/Occasionally,No,No,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions",Important,Very important,Very important,Important,Very important,Very important,Yes,The Elm,Connected,Yes,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Yes,Yes,No,No,No,Mostly True,Very True,Very True,Mostly True,My participation has stayed the same. I am as involved now as I was in my first semester.,No,Yes,I don't know,Yes,I am as engaged as the average WAC student,Familiar,I feel a sense of belonging,2028,No,Neuroscience,,"Genderqueer, genderfluid, or non-binary",European American or White,BIO 112-11 EL
2025-04-10 08:06:52,2025-04-10 08:12:21,IP Address,76.78.85.9,100,328,True,2025-04-10 08:12:21,R_779cKrafz23VlzT,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Service-learning experiences with a class",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Sometimes,Often,Often,Sometimes,Rarely,Often,Your home community,,No,,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,Yes,Yes,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Signing online petitions,Liking posts regarding current events",Important,Important,Very important,Very important,Very important,Very important,No,,,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,No,No,Yes,No,No,Mostly Untrue,Mostly Untrue,Mostly True,Mostly True,My participation has decreased. I am less involved now than I was in my first semester.,No,Yes,I don't know,Yes,I am as engaged as the average WAC student,Unfamiliar,I do not feel a sense of belonging,2028,No,Biology,None,Woman,European American or White,BIO 112-11
2025-04-10 08:06:09,2025-04-10 08:13:15,IP Address,76.78.85.84,100,426,True,2025-04-10 08:13:16,R_7sbenhjGI3iteXT,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities",Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Sometimes,Sometimes,Sometimes,Rarely,Often,Often,The Chestertown or local community,,Yes,4 to 8 hours per month,Important,Very Important,Important,Very Important,Very Important,Important,Sometimes/Occasionally,Often,Never,Often,Sometimes/Occasionally,Sometimes/Occasionally,Yes,No,No,Republican,Yes,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Very important,Very important,Important,Very important,No,,,Yes,Strongly Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,No,Yes,No,Yes,I am less engaged than the average WAC student,Unfamiliar,I feel little sense of belonging,2028,No,"Neuroscience ",n/a,Woman,Hispanic/Latinx,BIO 112-11 A.E.M
2025-04-10 08:05:36,2025-04-10 08:13:35,IP Address,76.78.85.14,100,479,True,2025-04-10 08:13:35,R_7GdqLnSp2tPPwVv,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Fundraising,Volunteering or doing community service,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Often,Often,Sometimes,Often,Sometimes,Sometimes,Your home community,,Yes,4 to 8 hours per month,Important,Very Important,Important,Important,Very Important,Not really important,Sometimes/Occasionally,Often,Never,Often,Often,Sometimes/Occasionally,Yes,Yes,No,Democrat,Yes,Middle of the Road,I DID NOT vote in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Signing online petitions,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media",Very important,Important,Very important,Unimportant,Unimportant,Important,No,,,Yes,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No,Yes,No,No,Mostly True,Very True,Very True,Very True,My participation has stayed the same. I am as involved now as I was in my first semester.,No,Yes,No,Yes,I am as engaged as the average WAC student,Unfamiliar,I feel a sense of belonging,2028,No,Biochemistry and Molecular Biology,Physics,Man,European American or White,Bio112-11 ER
2025-04-10 08:00:16,2025-04-10 08:14:20,IP Address,209.243.32.180,100,843,True,2025-04-10 08:14:21,R_3qa1iRPE79Yp12Y,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities",Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Rarely,Often,Sometimes,Rarely,Rarely,Never,The Washington College community,,No,,Important,Important,Not really important,Not really important,Important,Important,Never,Never,Never,Never,Sometimes/Occasionally,Never,Yes,No,No,Independent,Yes,Middle of the Road,I DID NOT vote in the 2024 Presidential Election,,"Following accounts/pages that post about current events,Posting your own opinions regarding current events",Unimportant,Important,Important,Unimportant,Unimportant,Unimportant,No,,,Yes,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Yes,Yes,No,No,No,Mostly True,Mostly True,Mostly True,Very True,My participation has increased. I am more involved than I was in my first semester.,No,Yes,I don't know,Yes,I am as engaged as the average WAC student,Unfamiliar,I feel neutral about my belonging,2027,No,English,Business Management and Education,Woman,African American or Black,
2025-04-10 08:04:22,2025-04-10 08:14:21,IP Address,76.78.85.46,100,599,True,2025-04-10 08:14:22,R_7S1ReC4tDbhfU4S,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,The Chestertown or local community,,Yes,Less than 4 hours per month,Not really important,Important,Important,Important,Very Important,Important,Sometimes/Occasionally,Often,Often,Often,Often,Often,Yes,Yes,No,Independent,No,Middle of the Road,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,"Following accounts/pages that post about current events,Signing online petitions,Following elected officials or other representatives on social media",Important,Important,Very important,Very important,Very important,Very important,No,,,Yes,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,No,No,Yes,No,No,Mostly Untrue,Mostly True,Very True,Very True,My participation has stayed the same. I am as involved now as I was in my first semester.,Yes,Yes,I don't know,No,I am as engaged as the average WAC student,Somewhat familiar,I feel a sense of belonging,2028,No,Biology,I don’t know yet,Woman,European American or White,BIO 112-11 gc
2025-04-10 08:02:30,2025-04-10 08:14:22,IP Address,76.78.85.25,100,712,True,2025-04-10 08:14:23,R_3tHWVnnxa9zbOJH,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Sometimes,Often,Sometimes,Often,Often,Rarely,Your home community,,No,,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Yes,Yes,Yes,Democrat,No,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Very important,Very important,Very important,Very important,Yes,"The Elm,Kent County News,Delmarva Now",Connected,Yes,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No,Yes,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,Yes,I don't know,I am more engaged than the average WAC student,Somewhat familiar,I feel little sense of belonging,2025,No,Biochemistry,N/A,Man,European American or White,
2025-04-10 08:07:32,2025-04-10 08:14:30,IP Address,76.78.85.33,100,417,True,2025-04-10 08:14:31,R_3LAqkoWCWC3pxsP,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Never,Often,Sometimes,Sometimes,Never,Never,Your home community,,No,,Not really important,Important,Not really important,Important,Very Important,Important,Never,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Never,No,No,No,Independent,No,Middle of the Road,I DID NOT vote in the 2024 Presidential Election,I don't remember,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Following elected officials or other representatives on social media",Important,Important,Important,Unimportant,Unimportant,Unimportant,Yes,The Elm,Neither connected nor disconnected,No,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Neutral,No,No,No,No,No,Mostly Untrue,Mostly Untrue,Mostly Untrue,Mostly Untrue,My participation has stayed the same. I am as involved now as I was in my first semester.,Yes,Yes,No,No,I am less engaged than the average WAC student,Very unfamiliar,I feel a strong sense of belonging,2027,No,Biology and Molecular Biology,n/a,Woman,European American or White,BIO 112-11 TV
2025-04-10 08:00:29,2025-04-10 08:14:49,IP Address,209.243.32.180,100,859,True,2025-04-10 08:14:49,R_63D95LqdVPxdWnJ,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Volunteering or doing community service,Activism or awareness raising activities",Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Your home community,,No,,Important,Important,Important,Important,Important,Important,Never,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,No,No,No,Republican,Yes,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Following elected officials or other representatives on social media,Liking posts regarding current events",Important,Important,Important,Important,Important,Unimportant,No,,,Yes,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Yes,No,Yes,No,Yes,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,No,Yes,I don't know,I don't know,I am more engaged than the average WAC student,Somewhat familiar,I feel neutral about my belonging,2028,No,Business and Communication,Marketing,Woman,European American or White,
2025-04-10 08:05:37,2025-04-10 08:14:49,IP Address,76.78.85.54,100,552,True,2025-04-10 08:14:50,R_7XeIL7dB6KeOUO5,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Political engagement,Talking with people in the community,Teaching or mentorship,Making donations to charities,Participating in research with community members",Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Your home community,,Yes,Less than 4 hours per month,Important,Very Important,Not really important,Important,Very Important,Very Important,Never,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Never,No,Yes,No,Democrat,No,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Important,Very important,Very important,Very important,Very important,No,,,Yes,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,No,No,No,Mostly True,Mostly True,Very True,Very True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,Yes,Yes,I am more engaged than the average WAC student,Somewhat familiar,I feel neutral about my belonging,2028,No,"Biochemistry and molecular biology ",Business and marketing,Woman,European American or White,Bio 112-11 SD
